 op_mp  , op_gen , ow_avg , chp_mp , chp_gen 
0,0,3.29,0.12,0.12
100,0,2.32,0.17,0.17
100,0,0.52,0.05,0.08
50,0,4.32,1.15,1
60,23,22.95,2.22,0.93
0,0,0.45,0.03,0.03
0,0,0.02,0.1,0.07
25,0,0.86,0.21,0.21
0,0,1.14,0.16,0.16
0,0,0.03,0.02,0.02
0,0,17.33,0.04,1.24
100,0,11.2,0.8,1.24
33,36,36.74,0.29,0.42
0,0,0.07,0.01,0.01
0,45,61.03,0.05,0.1
0,0,0.23,0.06,0.06
0,0,0.1,0.1,0.09
0,0,0.37,0.12,0.29
91,4,14.81,5.54,5.88
80,0,8.36,2.49,2.64
0,0,1.77,0.16,0.43
0,0,0.12,0.03,0.03
0,0,0.02,0.01,0.01
0,0,2.2,0.33,0.17
25,0,0.6,0.09,0.08
22,0,3.13,0.45,0.66
33,0,9.2,0.79,0.79
33,0,6.85,0.42,1.11
33,0,2.2,0.06,0.27
0,0,2.51,0.38,0.86
0,0,1.43,0.5,0.85
9,0,1.91,0.87,1.39
33,0,4.45,0.01,0.74
25,0,1.3,0.05,0.28
15,0,3.25,0.2,0.22
100,0,0.15,0.02,0.02
0,0,1.58,0.14,0.14
0,0,0.18,0.04,0.03
6,0,0.58,0.22,0.27
33,0,1.72,0.25,0.23
56,4,8.25,0.44,1.15
67,0,19.64,3.22,4.18
0,0,0.04,0.03,0.03
0,0,0.89,0.71,0.71
0,0,2.09,0.03,0.12
0,0,0.46,0.21,0.21
0,0,1.86,0.07,0.07
0,0,1.88,0.03,0.09
78,18,39.56,2.04,1.76
0,0,8.64,0.21,0.45
50,0,0.12,0.01,0.01
58,0,7.58,0.59,0.67
60,0,22.02,0.82,0.82
11,0,3.66,0.53,0.51
73,29,35.84,2.08,2.28
50,8,14.67,0.1,0.22
55,30,39.76,2.3,2.53
0,0,1.73,0.83,0.44
100,0,2.96,0.23,0.23
29,0,2.93,0.06,0.09
100,0,4.21,0.04,0.04
32,3,8.5,0.11,0.29
0,0,1.45,1.41,0.74
32,4,19.7,1.19,2.65
63,10,25.93,1.22,1.2
0,0,0.27,0.12,0.26
68,5,15.27,0.86,1.29
22,8,10.34,0.13,0.44
25,0,7.63,1.61,3.06
100,0,0.35,0.02,0.02
0,0,1.33,0.02,0.02
26,0,1.22,0.06,0.06
0,0,0.14,0.03,0.03
49,0,3.19,0.15,0.14
67,3,19.24,0.15,0.62
31,13,22.21,0.29,0.96
11,0,3.74,0.15,0.18
57,4,8.68,0.18,0.47
80,0,4.39,0.21,0.21
67,0,0.48,0.1,0.09
0,0,0.19,0.01,0.17
29,2,5.01,0.31,0.54
0,0,0.45,0.05,0.05
0,0,0.81,0.63,0.6
67,0,13.43,0.2,0.58
0,0,7.33,0.04,0.32
0,0,0.17,0.02,0.02
0,0,13.25,1.23,2.23
0,0,4.49,0.57,0.57
64,0,1.27,0.07,0.07
90,0,13.43,0.13,0.31
0,0,0.02,0.01,0.01
53,17,24.13,2.27,1.97
0,0,1.24,0.08,0.08
43,0,0.83,0.21,0.2
50,0,21.56,0.3,0.3
0,0,0.07,0.09,0.09
100,0,8.2,0.87,0.87
77,0,38.35,9.86,9.86
0,0,0.3,0.06,0.06
50,0,8.98,0.52,0.75
0,0,7.02,0.07,0.34
0,0,13.6,1.66,1.66
0,0,0.08,0.04,0.04
50,0,2.18,0.06,0.06
100,0,1.97,0.97,0.53
100,0,0.22,0.02,0.02
100,0,6.24,2.26,2.26
25,4,7.78,0.51,0.38
38,0,16.38,1.53,1.65
64,0,17.84,0.57,1.8
25,0,0.2,0.11,0.11
67,0,3.29,0.78,0.81
40,13,20.44,0.37,0.72
0,0,2.74,0.13,0.13
23,6,14.38,0.11,0.14
43,14,19.04,0.07,0.07
100,50,51.02,0.22,1.77
55,0,3.83,0.16,0.19
0,0,0.34,0.03,0.03
100,0,0.33,0.02,0.02
0,0,0.04,0.03,0.03
45,0,2.28,0.21,0.32
100,0,1.64,0.14,0.14
0,0,0.34,0.01,0.04
77,2,6.4,1.14,1.58
11,0,0.78,0.13,0.17
41,3,9.85,0.79,1.94
40,0,1.58,0.43,0.31
23,4,8.17,0.18,0.31
0,0,2.64,0.34,0.34
0,0,0.48,0.05,0.05
0,0,6.15,0.03,0.06
100,0,2.8,0.12,0.12
78,0,4.69,0.43,0.34
100,0,0.95,0.25,0.11
0,0,0.73,0.51,0.8
100,0,0.29,0.05,0.05
0,0,0.73,0.06,0.11
0,0,4.53,0.35,0.35
64,36,53.52,1.64,1.64
0,7,10.23,0.72,0.72
49,42,54.89,2.54,5.42
0,0,1.04,0.97,0.97
39,0,2.42,0.1,0.11
40,0,1.13,0.05,0.05
75,6,7.57,0.09,0.1
33,0,23.15,2.84,8.18
100,0,7.98,1.69,1.69
33,33,31.12,0.18,0.18
50,16,35.4,0.04,3.83
0,37,51.19,0.14,7.05
80,9,22.51,2.18,4.38
100,11,19.62,0.01,0.02
3,0,4.39,0.94,0.88
31,1,3.91,0.35,0.37
40,1,4.07,0.37,0.4
37,1,4.37,0.34,0.54
0,0,2.69,0.29,0.16
100,0,1.97,0.11,0.21
0,0,0.2,0.07,0.06
75,0,0.2,0.03,0.04
0,0,0.47,0.01,0.01
100,0,3.94,0.14,0.14
100,0,0.51,0.02,0.02
0,0,0.06,0.38,0.38
0,0,0.36,0.05,0.05
0,0,2.18,0.61,0.61
38,0,7.24,2.01,1.85
0,0,1.11,0.02,0.37
50,31,47.52,0.43,1.06
17,6,9.88,0.09,0.39
39,6,19.67,0.26,0.76
57,0,26,1.81,2.17
0,0,0.24,0.12,0.14
48,5,8.84,0.2,0.19
0,0,0.16,0.04,0.04
0,0,0.09,0.02,0.02
0,0,0.43,0.19,0.19
89,6,9,0.04,0.06
12,22,30.12,0.25,0.42
50,0,5.72,0.12,0.19
59,3,11.71,0.26,0.42
64,2,6.09,0.14,0.21
27,3,15.56,0.07,0.16
64,10,15.83,0.22,0.18
25,0,1.43,0.03,0.04
100,0,0.99,0.49,0.49
0,0,0.6,0.31,0.35
100,0,3.23,0.17,0.17
100,0,1.25,0.06,0.06
0,0,0.14,0.13,0.13
25,0,0.64,0.03,0.26
0,0,0.14,0.06,0.06
0,0,0.17,0.03,0.03
48,0,0.34,0.05,0.05
40,17,19.81,0.14,0.13
100,0,2.05,0.66,0.45
33,0,9.92,0.44,0.66
0,0,0.12,0.05,0.05
0,0,0.39,0.07,0.07
62,0,0.52,0.06,0.05
0,0,0.18,0.2,0.2
13,0,0.51,0.09,0.08
0,0,0.24,0.07,0.05
0,0,0.95,0.39,0.6
0,0,0.6,0.22,0.29
0,0,1.69,0.02,0.04
100,0,1.26,0.05,0.05
67,0,3.62,0.67,0.69
0,0,0.11,0.08,0.08
60,0,29.12,2.33,2.33
0,0,0.01,0.02,0.02
55,12,17.67,0.28,1.93
100,0,1.94,0.04,0.03
0,0,0.47,0.35,0.14
100,4,10.35,0.46,0.47
17,0,5.94,0.42,1.1
75,0,0.46,0.09,0.09
7,0,2.14,0.21,0.74
0,0,1.53,0.81,0.58
100,0,13.2,2.58,2.58
0,0,0.1,0.06,0.06
100,0,0.26,0.08,0.08
67,14,14.73,1.58,0.7
0,0,7.55,0.83,0.83
67,0,3.91,0.11,0.33
36,1,2.28,0.11,0.15
35,3,9.43,0.06,0.33
50,0,11.3,1.96,1.53
0,0,0.68,0.24,0.24
0,0,5,0.14,2.3
0,0,1.67,0.53,0.89
0,0,1.01,0.42,0.42
57,50,62.39,1.14,2.05
0,0,3.28,0.02,0.02
0,0,0.55,0.02,0.32
0,0,0.05,0.02,0.02
50,0,5.08,0.45,0.29
14,11,12.82,0.06,0.09
0,0,0.18,0.02,0.02
43,0,5.92,0.43,0.38
100,0,71.95,0.59,0.59
51,9,16.53,0.49,0.39
50,16,29.82,1.13,1.62
33,5,14.56,0.06,1.3
52,13,24.29,1.39,1.39
100,0,1.49,0.04,0.04
100,38,48.96,0.91,0.91
0,0,1.55,0.14,0.14
0,0,1.6,0.46,0.46
67,0,0.48,0.03,0.03
0,0,0.52,0.69,0.69
13,0,5.56,1.14,1.07
100,0,0.19,0.01,0.04
0,0,0.21,0.14,0.14
33,0,1.59,0.31,0.32
0,0,0.2,0.09,0.09
0,0,20.56,3.9,3.9
33,0,0.68,0.04,0.04
0,0,0.86,0.12,0.12
100,0,4.82,0.53,0.53
50,0,1.83,0.27,0.17
0,0,1.82,1.53,0.18
67,0,6.13,0.23,0.23
0,0,0.56,0.32,0.32
30,0,4.36,0.19,0.3
0,0,3.6,0.46,0.26
43,14,14.91,0.81,0.84
0,0,4.65,0.13,0.13
28,15,25.62,0.16,0.94
48,1,3.25,0.09,0.15
57,2,5.08,0.18,0.26
50,0,0.69,0.1,0.1
32,0,3.72,0.49,0.44
0,0,2.8,0.31,1.9
75,9,8.75,2.67,1.03
11,0,1.27,0.47,0.53
0,0,0.02,0.02,0.02
75,0,6.54,0.44,0.44
100,0,0.48,0.02,0.02
38,0,1.73,0.09,0.21
0,0,0.94,0.2,0.2
100,0,1.37,0.11,0.09
32,1,5.68,0.27,0.67
17,0,2.58,0.41,0.83
0,0,0.77,0.22,0.22
100,0,4.84,1.05,1.05
100,0,7.98,0.82,0.82
43,0,12.96,0.36,0.42
100,0,3.38,0.02,0.13
0,0,0.66,0.3,0.3
100,3,12.11,0.2,0.48
40,0,5.27,0.53,0.4
67,0,4.41,1.04,1.07
100,0,1.96,0.07,0.07
0,40,37.97,0.65,1.61
44,5,18.91,2.31,4.24
24,0,7.58,0.17,0.31
61,14,36.34,1.83,1.85
39,11,16,0.12,0.74
50,0,19.91,6.02,6.02
20,0,1.18,0.13,0.18
20,0,6.14,0.14,0.6
33,1,4.16,0.25,0.43
47,1,4.51,0.35,0.39
25,0,6.67,0.31,0.27
33,0,22.98,2.46,2.46
0,0,2.47,0.28,0.28
0,0,0.33,0.08,0.08
0,0,9.76,1,2
0,0,0.06,0.25,0.25
0,0,0.34,0.32,0.32
30,8,13.1,0.51,0.56
30,0,9.47,0.55,0.55
78,11,35.04,3.15,7.44
58,0,14.77,3.08,3.08
81,67,64.41,2.1,3.68
100,23,28.09,0.1,1.69
56,0,2.49,0.63,0.6
100,0,0.66,0.03,0.03
43,9,14.39,0.68,0.73
0,0,0.39,0.06,0.06
14,0,0.83,0.09,0.1
100,0,0.57,0.02,0.02
48,25,42.82,1.86,2.95
56,15,25.77,0.55,0.99
0,0,0.06,0.1,0.1
100,0,0.98,0.34,0.34
20,10,12.15,2.59,1.33
0,0,0.13,0.09,0.09
35,3,6.04,0.13,0.35
44,2,12.43,0.86,1.23
100,0,0.75,0.02,0.02
0,0,0.18,0.07,0.09
0,0,11.02,0.43,0.51
59,38,43.64,1.15,0.78
50,0,2.19,0.12,0.05
0,0,0.06,0.03,0.03
20,0,0.33,0.02,0.02
40,0,1.67,0.02,0.05
0,0,2.42,0.46,0.46
0,0,0.03,0.05,0.05
0,0,0.03,0.04,0.08
100,0,56.73,3.54,3.54
0,0,0.2,0.02,0.03
100,0,1.07,0.05,0.05
100,0,1.11,0.02,0.02
0,0,0.37,0.08,0.08
100,0,32.61,2.26,2.26
33,11,23.64,0.37,0.37
33,8,16.27,0.36,0.84
0,0,0.5,0.21,0.21
25,0,19.08,0.21,2.94
80,5,15.27,0.36,0.29
100,0,3.07,0.2,0.2
0,0,1.64,0.1,0.1
50,0,0.22,0.06,0.06
16,5,20.72,4.62,4.62
67,0,12.93,2.43,2.43
40,14,17.63,0.09,1.8
44,0,6.24,0.06,0.3
0,0,0.2,0.08,0.08
0,0,0.02,0.04,0.04
23,0,0.39,0.04,0.05
0,0,6.52,0.01,0.03
36,9,13.83,0.32,0.32
60,0,22.79,1.87,1.73
58,3,14.43,0.25,0.29
40,0,4.65,0.2,0.6
41,3,16.63,0.46,0.54
53,0,0.72,0.02,0.02
0,0,52.68,1.27,13.17
0,0,0.04,0.02,0.02
29,0,0.25,0.02,0.02
0,0,1.41,0.1,0.08
0,0,0.38,0.12,0.12
25,59,61.15,0.05,4.05
0,0,0.49,0.09,0.09
0,0,0.14,0.02,0.04
0,0,0.11,0.04,0.04
0,0,0.9,0.04,0.07
0,0,0.16,0.15,0.15
20,0,0.4,0.09,0.07
67,0,6.06,1.56,1.84
0,0,20.85,0.79,0.79
67,0,22.69,1.98,1.21
0,0,0.52,0.04,0.04
0,0,5.15,1.2,1.2
0,0,0.45,0.01,0.07
73,0,5.26,1.06,1.17
50,0,0.16,0.1,0.1
47,10,24.74,0.72,1.4
59,5,16.86,2.28,3.69
32,19,26.68,0.95,1.95
0,0,0.77,0.07,0.07
17,0,2.01,0.22,0.32
64,18,28.49,1.82,2.74
50,36,37.2,3.41,3.15
0,0,2.91,0.08,0.08
100,75,75.69,1.03,1.03
0,0,1.25,0.11,0.11
0,0,0.45,0.07,0.15
0,0,0.08,0.01,0.01
39,6,15.9,0.48,1
67,0,3.96,0.57,0.53
21,0,3.14,0.83,0.83
0,0,0.62,0.21,0.21
20,20,21.66,0.3,0.36
0,0,0.03,0.02,0.02
0,0,0.41,0.06,0.06
50,0,1.12,0.07,0.07
44,6,17.78,0.1,2
17,0,1.28,0.01,0.01
51,6,11.22,0.2,0.15
8,0,2.96,0.09,0.1
43,14,21.43,4.35,4.35
100,0,1.96,0.21,0.21
67,0,8.7,0.64,0.5
50,0,1.52,0.1,0.1
0,0,0.05,0.02,0.02
35,0,2.57,0.16,0.36
100,0,0.15,0.01,0.01
0,0,0.88,0.18,0.17
50,0,0.12,0.01,0.01
33,0,0.98,0.24,0.24
0,0,0.09,0.06,0.06
20,2,11.62,0.07,2.5
27,8,15.33,0.52,2.02
48,2,7.13,0.58,0.61
57,0,3.07,0.1,0.18
57,8,8.29,0.37,0.25
58,3,6.87,1.24,2.33
0,0,0.54,0.01,0.02
56,3,5.82,0.06,0.31
0,10,20,0.04,1.05
62,13,24.82,0.51,0.48
52,0,0.33,0.02,0.02
30,1,3.57,0.41,0.57
0,0,0.66,0.06,0.3
25,0,10.66,0.28,0.28
38,8,34.2,0.73,2.44
16,11,16.84,1.54,2.66
100,0,0.54,0.04,0.04
60,27,30.46,1.08,2.52
100,0,2.92,0.29,0.28
71,26,44.02,0.5,1.19
0,0,0.13,0.07,0.07
0,0,0.08,0.07,0.07
42,0,2.06,0.27,0.28
0,0,5.49,0.57,3.32
65,10,15.63,0.27,0.43
100,0,1.94,0.02,0.08
0,0,20.19,1.09,1.09
0,0,1.76,0.39,0.39
100,0,6.62,0.26,0.23
0,0,0.58,0.01,0.2
0,0,0.04,0.02,0.02
33,0,20.93,0.88,0.88
0,0,4.55,0.32,2.1
0,0,0.17,0.06,0.06
40,0,0.53,0.02,0.04
0,0,0.05,0.02,0.02
67,0,5.63,0.06,1.53
56,22,38.77,1.19,3.02
67,0,8.27,0.11,0.4
50,77,75.79,0.1,2.66
18,0,1.18,0.14,0.13
50,0,1.45,0.18,0.17
23,1,4.75,0.32,0.41
32,4,9.96,0.26,0.34
33,33,28.56,0.47,0.47
100,0,1.25,0.1,0.08
59,0,9.71,0.61,1.11
81,27,29.39,1.55,1.67
0,0,0.03,0.02,0.02
49,5,20.84,1.07,0.94
49,5,11.33,0.72,0.53
0,0,2.25,0.02,0.02
0,0,0.36,0.17,0.17
60,0,4.03,0.27,0.29
0,0,6.96,0.03,0.07
70,12,22.15,1.13,1.1
47,1,8.48,2.24,0.93
19,3,11.37,1.15,2.14
12,0,3.99,1.06,1.3
25,0,15.71,0.77,2.69
0,0,0.33,0.08,0.08
100,0,2.2,0.38,0.38
0,0,0.16,0.04,0.04
0,0,1.2,0.03,0.03
0,0,0.24,0.02,0.02
100,0,0.03,0.01,0.01
25,0,0.59,0.03,0.03
100,100,100,0.06,0.06
50,26,34.47,0.42,0.95
0,0,0.54,0.02,0.14
100,0,4.37,0.08,0.29
43,3,8.4,0.28,0.27
41,10,25.95,1.48,1.66
0,0,2.56,0.22,0.22
0,0,1.16,0.02,0.02
0,0,0.03,0.04,0.04
100,0,1.37,0.06,0.06
0,0,0.47,0.06,0.06
67,0,1.09,0.47,0.47
50,0,0.75,0.04,0.04
50,0,0.54,0.48,0.48
0,0,0.32,0.06,0.14
57,2,11,0.56,0.78
38,7,13.74,0.24,0.4
17,0,1,0.08,0.16
35,0,1.48,0.24,0.25
56,22,33.94,0.6,1.51
0,0,0.36,0.15,0.15
100,0,16.42,3.38,3.38
0,0,0.05,0.01,0.01
24,8,12.56,0.49,0.53
0,0,0.26,0.11,0.11
50,17,18.1,1.06,1.11
100,0,0.7,0.05,0.05
50,50,47.95,0.97,1.02
0,0,0.17,0.02,0.02
50,50,46.59,0.79,0.79
29,3,11.21,0.2,0.77
14,0,3.65,0.69,0.65
0,0,8.33,0.45,0.51
14,0,7.51,0.08,0.68
73,9,48.22,4,4.01
100,0,40.81,10.81,10.81
60,60,60.22,1.65,1.65
68,15,32.25,1.03,2.25
0,0,0.12,0.05,0.05
71,22,37.75,1.19,1.19
0,0,29.72,0.61,1.32
0,0,1.45,0.01,0.07
20,0,1.21,0.07,0.11
0,9,15.13,0.02,0.24
38,0,3.9,0.23,0.19
100,0,0.9,0.06,0.06
29,25,23.27,1.32,2.67
100,0,4.8,0.06,0.07
100,0,3.28,0.23,0.23
0,0,1.38,0.08,0.08
100,0,3.58,1.11,0.85
40,17,30.44,4.51,3.81
50,0,29.56,1.26,1.26
0,0,0.35,0.21,0.19
50,0,0.47,0.04,0.04
100,0,12.68,0.07,0.48
67,0,11.51,0.11,0.1
0,8,18.34,0.22,0.22
100,0,0.35,0.02,0.11
44,1,3.35,0.06,0.28
58,6,6.82,0.08,0.07
100,20,21.27,0.21,1.73
75,14,21.15,1.04,2.25
0,0,0.19,0.02,0.02
0,0,0.15,0.02,0.02
50,0,9.14,0.91,0.66
25,0,3.41,0.19,0.19
50,10,14.98,0.61,0.48
71,33,35.25,0.46,0.37
0,0,0.02,0.01,0.01
33,0,3.58,0.27,0.27
0,0,0.07,0.07,0.07
100,0,2.66,0.1,0.1
0,0,0.4,0.14,0.14
0,0,0.24,0.1,0.1
0,0,0.28,0.02,0.02
36,13,20.7,0.08,1.21
25,0,2.33,0.15,0.15
40,7,13.12,0.45,0.28
60,14,19.85,0.2,0.35
0,0,1.18,0.23,0.38
0,0,4.25,0.51,0.3
75,0,0.53,0.21,0.21
0,0,0.26,0.13,0.11
54,17,22.66,0.65,0.72
50,10,19.35,0.72,1.24
22,0,0.54,0.3,0.23
38,0,0.68,0.16,0.2
100,0,0.54,0.16,0.16
0,0,0.63,0.18,0.11
0,0,6.8,0.07,0.07
14,0,4.28,0.25,1.35
50,0,0.35,0.17,0.17
33,0,1.84,0.12,0.15
50,0,0.1,0.02,0.02
0,0,0.42,0.08,0.08
49,29,34.28,0.05,0.05
0,0,0.41,0.44,0.44
0,0,0.26,0.23,0.23
21,0,1.24,0.19,0.24
100,0,25.65,0.89,1.78
100,0,20.46,0.16,0.16
86,0,0.47,0.18,0.16
59,17,25.62,1.21,1.24
67,0,7.82,0.23,0.61
17,12,21.78,0.67,2.46
44,14,23.09,0.21,0.94
0,0,0.97,0.02,0.6
33,0,0.68,0.04,0.04
0,0,3.31,0.56,1.41
0,0,12.43,0.29,2.04
35,5,12.4,0.42,0.9
4,1,3.92,0.19,0.36
0,0,0.04,0.02,0.02
0,0,1.11,0.07,0.15
45,5,10.2,0.44,0.89
63,0,11.69,0.75,1.01
20,0,3.2,0.03,0.1
0,0,3.39,0.08,0.14
0,0,0.73,0.45,0.45
13,11,12.6,0.3,0.28
100,0,0.47,0.02,0.02
100,0,0.83,0.1,0.1
0,0,0.3,0.05,0.05
17,17,36.2,0.26,0.26
50,0,0.41,0.04,0.03
0,0,0.58,0.06,0.06
0,0,2.06,0.33,0.45
33,0,0.09,0.06,0.06
40,0,3.63,0.48,0.57
50,0,0.08,0.03,0.03
20,0,1.05,0.19,0.17
0,0,0.22,0.14,0.14
0,0,3.9,0.57,0.11
27,2,5.43,0.23,0.09
17,0,2.45,0.09,0.48
100,0,0.93,0.05,0.05
20,30,35.53,0.29,1.9
67,0,1.77,0.26,0.31
100,0,11.58,1.01,1.01
0,0,0.12,0.05,0.05
100,0,0.61,0.05,0.05
0,0,1.38,0.6,0.32
50,14,19.33,0.35,0.26
0,8,19.92,0.12,0.93
25,31,47.08,1.66,1
60,0,1.44,0.45,0.29
100,0,8.47,0.21,0.21
0,0,0.09,0.04,0.04
29,0,4.16,0.42,0.41
0,0,8.6,0.17,0.96
50,6,9.8,0.19,0.18
47,8,20.55,0.34,0.68
0,0,1.35,0.2,0.23
20,0,1.18,0.15,0.16
26,9,17.56,0.47,0.68
0,0,0.2,0.08,0.08
0,0,0.06,0.05,0.05
0,0,0.2,0.03,0.03
50,0,0.28,0.02,0.02
0,0,0.5,0.16,0.16
38,6,24.06,0.42,6.32
33,0,0.29,0.08,0.08
0,0,0.57,0.21,0.21
54,11,18.01,0.83,0.96
100,0,0.92,0.04,0.04
70,23,29.97,0.34,0.85
16,0,4.5,0.28,0.49
100,0,0.78,0.04,0.03
77,65,66.87,0.59,1.69
0,0,0.18,0.02,0.02
33,0,5.46,0.11,0.12
100,0,4.3,0.2,0.2
50,0,4.82,0.1,0.11
0,0,1.13,0.08,0.08
40,6,27.5,0.54,0.74
100,0,3.33,0.11,0.44
0,0,0.02,0.01,0.01
100,0,6.21,0.1,0.1
0,0,0.21,0.12,0.12
100,0,5.09,1.17,1.17
100,0,0.7,0.16,0.16
67,0,8.24,0.32,0.46
56,9,28.65,0.88,2.04
62,0,6.01,0.59,0.44
13,0,3.38,0.11,0.11
26,0,6.72,1.05,1.53
0,0,0.24,0.07,0.07
43,0,6.51,0.12,0.12
0,0,3.31,0.06,0.14
0,0,0.58,0.29,0.17
0,0,0.33,0.1,0.1
50,0,0.95,0.36,0.3
13,6,51.95,2.51,2.36
100,0,1.91,0.25,0.25
0,0,0.18,0.08,0.08
36,0,0.71,0.14,0.16
0,0,0.07,0.02,0.02
56,33,46.17,1.82,4.21
71,0,25.74,0.81,3.79
0,0,5.25,0.08,0.27
0,0,0.25,0.45,0.45
0,0,4.59,0.11,0.07
0,0,0.06,0.02,0.02
0,0,1.32,0.03,0.03
33,14,23.63,1.7,1.47
0,0,12.87,0.07,2.65
0,0,0.31,0.22,0.22
25,0,0.48,0.1,0.11
91,21,39.45,2.13,1.82
0,0,3.59,0.04,0.04
0,0,0.04,0.07,0.07
0,0,3.49,0.77,0.79
25,0,0.74,0.11,0.11
56,3,10.03,0.43,1.4
0,0,0.07,0.07,0.07
46,0,1.09,0.12,0.11
68,5,23.12,1.09,1.55
50,0,1.28,0.05,0.12
100,0,1.52,0.07,0.07
0,0,0.05,0.03,0.03
100,0,5.96,1.07,0.64
60,0,0.59,0.13,0.21
33,0,4.28,0.2,0.25
33,0,1.8,0.17,0.17
50,0,0.21,0.06,0.1
0,0,2.48,0.57,0.36
60,27,28.35,2.16,1.46
100,0,0.88,0.02,0.14
100,0,0.89,0.17,0.19
0,0,0.04,0.06,0.06
11,10,16.87,0.13,1.14
60,0,1.37,0.2,0.2
0,0,3.61,0.53,0.53
67,0,16.1,0.97,0.97
33,0,18.55,0.29,1.51
0,0,1.4,0.04,0.35
0,0,0.11,0.06,0.06
75,24,29.7,0.46,1.07
0,0,1.83,0.14,0.16
62,0,0.53,0.02,0.02
0,25,32.94,0.13,0.42
0,0,0.65,0.05,0.04
25,0,29.39,3.96,3.96
0,0,0.26,0.15,0.1
0,0,0.48,0.04,0.04
92,8,40.49,0.6,0.6
0,0,0.87,0.31,0.31
0,0,0.47,0.11,0.23
0,0,2.43,0.18,0.18
55,9,13.87,0.29,0.22
60,10,28.74,0.99,1.4
0,0,0.04,0.05,0.05
33,33,31.21,2.21,2.21
88,0,24.69,2.02,2.02
67,20,36.12,1.11,2.98
40,14,17.02,0.36,0.63
12,26,35.31,0.14,3.31
39,10,11.66,0.55,0.53
100,0,0.65,0.08,0.08
100,17,31.26,0.11,0.5
10,9,15.65,0.27,0.93
43,5,11.88,0.45,0.92
0,0,2.42,0.51,0.51
0,0,2.94,0.02,0.62
0,0,2.56,0.02,0.02
0,0,0.07,0.01,0.01
100,11,13.4,3.51,1.46
0,17,29.51,0.07,0.47
29,10,18.33,0.14,1.62
0,0,0.08,0.04,0.04
0,0,0.48,0.03,0.02
50,8,11.16,0.76,0.52
13,13,13.82,0.21,0.21
0,0,0.34,0.04,0.04
44,0,1.66,0.38,0.43
50,0,0.99,0.06,0.09
22,16,24.42,0.42,0.57
100,0,0.09,0.01,0.01
100,0,1.77,0.68,0.68
67,0,5.38,0.37,0.37
0,0,0.98,0.24,0.24
0,0,0.03,0.01,0.01
100,0,0.96,0.49,0.49
0,0,1.51,0.02,0.67
17,0,3.01,0.34,1
0,25,31.09,0.06,0.76
100,0,0.63,0.3,0.3
20,0,1.69,0.21,0.2
33,29,39.31,1.81,1.03
33,7,18.3,2.31,2.12
14,9,15.08,0.07,1.99
96,0,28.56,4.95,4.76
35,0,4.52,0.7,0.73
57,0,4.66,0.25,0.68
100,0,1.74,0.14,0.35
0,0,2.7,0.06,0.47
40,1,6.81,0.08,0.91
0,0,0.54,0.16,0.16
0,0,0.85,0.53,0.53
0,25,35.3,0.07,2.62
47,0,1.35,0.08,0.06
75,0,2.17,0.25,0.15
66,17,28.46,0.39,0.83
33,0,20.89,1.15,0.91
0,0,5.35,0.22,0.22
100,0,0.83,0.05,0.05
61,37,46.79,3.79,6.55
17,0,1.13,0.06,0.12
20,10,35.89,22.24,21.19
33,22,45.32,2.77,2.77
50,0,0.34,0.02,0.02
36,0,6.29,0.37,0.57
33,0,0.91,0.17,0.17
0,0,25.05,2.57,1.58
50,0,8.32,0.04,0.19
0,0,0.18,0.03,0.03
50,0,1.02,0.08,0.08
0,0,0.1,0.06,0.06
0,0,0.16,0.04,0.06
0,0,14.79,0.12,0.38
50,14,32.85,0.13,2.26
0,0,0.02,0.04,0.04
14,1,2.01,0.03,0.1
0,0,0.04,0.08,0.08
68,33,48.52,12.51,13.22
100,38,40.1,0.03,0.12
75,5,7.32,0.06,0.13
42,4,11.48,1.27,1.39
60,0,15.7,0.9,0.71
25,0,2.54,1.35,1.38
0,0,2.77,0.54,0.54
40,3,5.86,0.1,0.16
0,0,0.05,0.02,0.02
30,4,5.67,0.09,0.06
50,0,0.47,0.11,0.09
32,0,2.18,0.12,0.12
29,0,0.22,0.02,0.03
100,0,1.02,0.04,0.04
31,0,8.67,0.58,0.57
33,0,24.25,2.25,2.25
8,0,5.36,0.25,0.81
0,0,0.21,0.2,0.15
100,0,13.43,0.81,0.81
72,0,15.4,0.78,0.89
71,11,20.34,1,0.82
33,0,23.87,1.36,1.36
0,0,0.3,0.04,0.06
0,0,0.88,0.03,0.03
97,71,78.69,1.18,8.65
100,0,1.19,0.08,0.06
50,0,2.15,0.15,0.32
50,33,34.92,0.25,0.36
0,0,5.91,0.69,0.69
0,0,0.3,0.1,0.1
0,0,0.04,0.06,0.06
0,0,0.34,0.12,0.25
0,0,0.13,0.04,0.04
34,1,4.04,0.11,0.16
0,0,0.94,0.05,0.05
0,0,3.09,0.11,0.08
0,0,1.17,0.39,1.19
100,0,70.32,1.99,1.99
33,0,0.31,0.04,0.04
0,0,0.01,0.01,0.01
0,0,0.1,0.03,0.06
0,0,0.16,0.12,0.12
0,0,0.12,0.03,0.03
44,0,4.92,0.44,0.54
0,0,0.98,1.38,1.38
0,0,1.91,0.53,0.53
40,20,22.38,0.3,0.3
0,0,1.3,0.36,0.36
33,0,10.58,0.52,0.52
0,0,1.35,0.11,0.11
0,0,5.02,0.31,0.71
17,18,26.96,0.4,0.23
0,0,0.25,0.07,0.07
0,0,0.19,0.03,0.03
100,33,39.27,0.27,2.97
0,0,23.7,5,5
